autor,calificacion,contenido,hotel,titulo
Wilmer B,40,"In a spectacular place, ideal to relax. It is located away from the city of Ibarra, it is located in the mountain, has a wonderful view of the all city of Ibarr,...",La Estelita,A place to relax
Wilmer B,40,"It is a friendly place, well located. Ideal for eat and excellent to enjoy rich food at a good price and not to stay hungry, it is spectacular.It is a restaura,...",La Parrila del Tío Jessy,Excellent Place
Wilmer B,50,"This hotel is very good and offers an amazing location, because is Located in the center of Guayaquil, especially for exploring the parks in the area. . this ho,...",Hotel Malecon Inn,My opinion
LaSheep,30,"Principal is a budget hotel, so what you get is a budget hotel with reasonable rates and basic amenities. The location is in the historic center and the place i,...",Hotel Principal,Needs an upgrade
LaSheep,40,"A small, clean, well organized hotel in Banos. Casa Blanca is in the heart of downtown Banos, within walking distance of everything. The rooms are clean and wel,...",Hotel Casa Blanca,Small but excellent
LaSheep,40,"Rosamia has a great location in the heart of downtown Cuenca. The hotel itself is very well kept. Staff is helpful, though not overly friendly. Their approach i,...",Hotel Rosamia,"Excellent Location, Good Hotel"
LaSheep,30,"The plusses: Budget rates, great location one block from Malecon, fairly decent breakfast, large rooms.The minuses: Hell to access wifi within rooms for two n,...",Hotel Malecon Inn,Fair to fine
LaSheep,40,"It is great to see that the Emperor Valley Zoo is improving. Not only are there new, larger cages for some animals, but the effort to make the zoo an informativ,...",Emperor Valley Zoo,Improvements
LaSheep,40,"Maracas right now is a shadow of itself. There is still a lot of construction of shop stalls happening. It is time that the work is completed so that Maracas ca,...",Maracas Beach,Time to finish construction
LaSheep,40,"This was my first visit to the Caroni Swamp. My group of 16 took a tour with Nanan's. The price was lower than I expected, honestly. I wouldn't say it was ""out ,...",Caroni Swamp,Quiet time on the swamp
LaSheep,40,"To be fair, this is a good resort with pluses and minuses. On the positive side the rooms are spacious and well maintained. The food at the on site restaurants ,...",Disney's Caribbean Beach Resort,Good but with a few minuses.
LaSheep,40,"This is definitely a great park for the kids. Rides are generally suited to the little ones. Spectacular show and parade to grab their interest and keep them en,...",Magic Kingdom Park,Great for kids
LaSheep,50,"The safari is the thing to do, with up close views of the animals. I was a bit skeptical about lions behind no fences and me in an open sided truck, but thank G,...",Disney's Animal Kingdom Theme Park,Don't skip this park.
LaSheep,50,"For me it's all about the action rides that get your heart pumping. Not to be missed are Tower of Terror and Aerosmith roller coaster. People with heart and hig,...",Disney’s Hollywood Studios,Action rides
LaSheep,50,"I needed more time here. We arrived after a day out at other parks, with one hour before the park closed. Only had enough time to see one attraction and we opte,...",Epcot,Give yourself enough time
LaSheep,40,"Great spot for sporting events. Was here for the UCA Cheerleading competitions. Excellent temperature to keep cool while taking in the events. Colombian food tr,...",ESPN Wide World of Sports,Huge venue
LaSheep,40,"Great mall with a nice blend of high end brands and mid range shops. Some good deals to be found. As a tourist, cater an entire day for a chance to find the bes,...",The Florida Mall,Great Mall
LaSheep,30,"I asked my Barbadian (Bajan) friend which beach is a must visit in Barbados. Carlisle Bay was the first on his list. Decided to check it out. It was a little to,...",Carlisle Bay,Popular spot
LaSheep,30,"Had a group lunch here with coworkers. It was my first time there. The ambience of the restaurant was ""professional chic"". The place was full of diners so I exp,...",Town Restaurant & Bar,Pleasantly surprised
LaSheep,40,A good beach for surfing. Beautiful views on the way down to the beach. Be sure to stop and get a pic of the coastline on the last hill before the beach.,Bathsheba Beach,Surf's up
LaSheep,40,"This was a great spot to unwind at the beach without the crowds. Didn't see a sign on Sand Road to drive in to the car park so just look for a small road just a,...",Heywoods Beach,Not overcrowded
LaSheep,40,"Firstly, the views from the lookout are splendid. The visit to the cave was neither here nor there for me. The view from the cave is excellent, but the attracti,...",Animal Flower Cave,Visit for the view
LaSheep,30,"It was interesting to view this piece of history. There isn't much to see or do at the site other than to get some great shots of the mill and read the history ,...",Morgan Lewis Mill,A piece of history
carolynhP7453DD,50,"The warmth of the staff the decor warm and inviting with an antique feel the lovely selection of breakfast items all freshly made any question we asked the staf,...",Flour Mill Scratch Kitchen Restaurant,Delicious breakfast
carolynhP7453DD,50,Great food tasty appetizers well presented friendly and efficient staff pizzas were excellent great cocktails as well the cafe is well placed for a lovely meal,La Pizz,Lovely location
carolynhP7453DD,30,Appetizers were tasty but entrees were disappointing the decor quite good and staff helpful service prompt ,Bâton Rouge,Open for late dinners
carolynhP7453DD,40,Tasty hot wraps with good options for fillings staff open promptly and without hesitation the place is clean and portions filling ,Cultures,Excellent sandwiches
carolynhP7453DD,40,"Excellent service large portions fresh ingredients and yummy food , we ate there on three occasions it was that good !",Eggspectation Complexe Desjardins,Great variety of breakfast items
carolynhP7453DD,40,"Getting around by metro is simple and quick the trains run in a timely manner and it’s inexpensive , makes it easy to get around Montreal ",Montreal Metro,Simple and efficient
carolynhP7453DD,40,"Worth a visit the Ferris wheel great experience the whole area is busy and exciting , the small shops on the promenade are a great addition ",Old Montreal,Lovely area especially at sunset
carolynhP7453DD,40,Great architecture busy area beautiful stained glass definitely worth a visit the area opposite lends to admiring the church from the outside as well,Notre-Dame Basilica,Beautiful and serene
carolynhP7453DD,40,Great vibe but the construction certainly affects enjoyment of area but area was certainly busy but relaxing ,Place des Arts,Lovely area
carolynhP7453DD,30,Expected more of the area but enjoyed spending time looking at the houses and little restaurants in the area ,Mile-End,Picterusque area
carolynhP7453DD,50,Attended a Sean Mendes concert here and it was so well laid out the security was great and the whole experience was amazing ,Bell Centre,Great place for concert
carolynhP7453DD,40,It was quite a relaxing afternoon spent in some instances I expected more from certain areas however the overall experience was worth it,Montreal Botanical Garden,Enjoyable afternoon spent in gardens
carolynhP7453DD,40,Gardens busy as ever and beautiful to visit ! The scenes from Sound of Music resonates upon visiting this area ! And let’s not forget the nearby steps !,Mirabell Palace and Gardens,Enjoyed my return visit to the beautiful gardens !
carolynhP7453DD,40,"Good service great beers and cocktails and excellent strudel ! The view was outstanding and would certainly return ! Had been to the Fortress on a previous visi,...",Panoramarestaurant zur Festung Hohensalzburg,View alone worth the visit
carolynhP7453DD,40,"We took the trip up after leaving our guided tour ride was quick up to the top and the view of the Alps from the restuarant was amazing ! We enjoyed the apple s,...",Fortress Hohensalzburg,Great view of the city
carolynhP7453DD,40,Lovely stretch of beach not overly crowded but with chairs to rent close by eating places great beach to spend a couple days on!,Dover Beach,Just the right size beach
carolynhP7453DD,40,"We always enjoy dining at Chambers and have always gotten excellent service which remained constant however while our food was delicious most of our items came ,...",Champers Restauant,Return visit
carolynhP7453DD,40,"Setting is lovely dining with the turtles swimming nearby excellent service and again the food was outstanding ! Oysters fresh ! And Bread and butter pudding gr,...",Primo Bar & Bistro,Excellent Dinner !
carolynhP7453DD,40,Small cafe on the West coast had quite a variety the pancakes were delicious the salmon pasta hit the spot and the bread pudding was excellent ! Worth a visit,Cafe Moya,A Must Visit
carolynhP7453DD,40,"Enjoyable lunch bright fun decor on the waterfront ! Tasty pizzas and great cocktails ! Service was pleasant place was quiet when we visited but will certainly ,...",Mimosas,Pleasant surprise
Bourdain Skywalker,50,"I look forward to the day I could actually afford to stay here. It was gorgeous inside/ out and it inspires one for a better life. Enjoyed a lovely cocktail at ,...",The St. Regis New York,Only visited for the King Cole bar
Bourdain Skywalker,50,"It's not every Christmas I get here, but when I make it, I'm always appreciative.  The tree hasn't been lit yet so the crowd was small. Mostly ice skaters. Grab,...",Rockefeller Center,Back to the Rock 
Bourdain Skywalker,50,"This is the kind of place I've had to warm up to in my travels and experience. I have always loved the low rent, divey sort of places. This is nowhere near to a,...",King Cole Bar,A classy joint
Bourdain Skywalker,50,"Never been to explore Rye. Glad I had an hour to myself to do so. Wondered and found this place. I'm pretty sure I was just following my nose. Got me an everyth,...",Hand Rolled Bagels,What a find!
Bourdain Skywalker,50,Bought some great keepsakes for our vacation. I collect magnets and bought multiple.  Lots of great items dod everyone here.,Tugboat Alley,Best souvenir shop in Portsmouth 
Bourdain Skywalker,50,"We came here for an early dinner. I noticed it while walking across the street and thought it looked like a good place. The menu was surprising, I was expecting,...",South Bay Restaurant,Glad we ended up here
Bourdain Skywalker,50,"We always find the bookstore when exploring. It always makes the day a little better. This is the kind of bookstore I like.  Lots of diverse selections with not,...",Diane's Books,One of the best book stores I've been to!
Bourdain Skywalker,50,"Just a random selection to visit here.  Very pretty! Admission is usually $6 but today we were not charged, they have an event tonight that everyone seems quite,...",Audubon Center,This property is very pretty!
Bourdain Skywalker,50,"When I first walked in it made me very happy to see a place that looked like this so close to home. It reminded me greatly of my favorite restaurant ever, which,...",The Blazer Pub,"So close to Norm's, but not quite"
Bourdain Skywalker,50,"We stopped here for a pick me up after an afternoon at the orchard. Another place I have driven passed 100 times and never stopped. It doesn't look nearly as bi,...",Tusk and Cup,Great coffee! Huge and very cozy!
Bourdain Skywalker,40,"I've driven passed this place 1000 times and only stopped by once right before Christmas for a couple wreaths. I took my girlfriend here so we could pick up a c,...",Silverman's Farm,Good place for a fall afternoon
Bourdain Skywalker,40,"Had to go to the bank and we needed a coffee.  We were in a rush and picked up a couple coffees for our ride home. While waiting, I heard at least 3 different o,...",Toast and co,"Good coffee, wanna try the Grilled Cheese"
Bourdain Skywalker,50,"Came here for a wedding and we enjoyed ourselves. The lobby was beautiful and updated and set up for Fall. The grounds outside for the ceremony were lovely. The,...",Sleepy Hollow Hotel,Beautiful hotel and grounds 
Bourdain Skywalker,40,"Came here recently because I was in the area and haven't been for quite some time. It was my favorite when I lived in Danbury. The food never disappoints and th,...",Widow Browns Cafe,"Great food, awful owner"
Bourdain Skywalker,50,"This is place is easily the best ice cream I have had in Connecticut. The first time, my girlfriend only had a cup and shared, the second time, after lunch in L,...",Arethusa Farm,"Been here twice,, will probably be back every time in town. Need to start exercising."
Bourdain Skywalker,50,"Light hiking involved. The trail goes into the woods and over the bridge and continues all around the marsh. Very beautiful reserve and a lovely place for a sun,...",White Memorial Conservation Center,Seems neverending but such a pretty walk
Bourdain Skywalker,40,"We enjoyed ourselves here. Showed up around noon for lunch. Sat by the bar. The food was excellent and so was our waitress. Our only suggestion would be to go d,...",Market Place Tavern,"Been meaning to go, glad we did"
Bourdain Skywalker,50,"We had a drink at the bar with the blue lights around the edge. Sitting there, I could not help but notice that the buildings at night looked like I was being t,...",Commercial Street,"From certain perspectives, it looks like the 1800w"
Bourdain Skywalker,50,"Incredible sandwiches over there and the Godfather is the best drink on the menu. Lovely area to sit and enjoy your meal. Seems to be a great hangout for horse ,...",Hayfields,Always a win!
Bourdain Skywalker,30,"Came here with my girlfriend for lunch. $15 for each of them. I wasn't incredibly impressed with my sandwich, there was not even remotely enough chicken to just,...",Village Restaurant,"Nice looking place, but overpriced for what you get."
gary h,50,"We only dropped in as we were passing and stumbled across the best Thai food we have had, for a very long while.  Piping hot, wonderfully fresh and crunchy veg,,...",The Three Tuns,Fabulous
gary h,50,"The food is great and plentiful, often too much, so we split the mixed grill for one with an extra side and it still beat us.  The food is great, the service ev,...",Rosemary Greek Restaurant,Really Good all round
gary h,50,"Few restaurants have yet to work out that many of us just don't want or need huge meals.  And we come from a generation that hates waste.  This restaurant offer,...",La Tavola D'oro,Great
gary h,20,"The trip reviews said Wookey was best for kids, it should have said 'only for kids'.  Its been dumbed down, its contradictory; large replicate dinosaurs found i,...",Wookey Hole Caves,Not for grown ups
gary h,40,"Indian restaurants can be very samey, not much seperates them.  The Mughal is as good as the best of the ones we've been to, in terms of food taste and quality,,...",Mughal Empire,"Good food, good service"
gary h,30,"The tour is more about the prison as it was in the modern day up to 2013, a little about its foundations as a gaol, sadly most of which has been built over.  It,...",Shepton Mallet Prison Guided Tour,Pricey
gary h,40,"We have been here many times and will go back, but for a couple of lemonades and ice cream it can be a little on the pricy side.",The Pudding Pantry - Sherwood,A bit pricey
gary h,50,"I have reviewed Rakki Rakkas before, it is still worth mentioning that the standard is consistently high, this stays on our list of top 5 in Nottingham.",Rakki Rakkas,Never fails to excel
gary h,50,"The staff could not be more helpful.  The tea and coffee selection is great.  We've now been twice, once for cream tea which was great but very sweet, a little ,...",Josephine's Tea Lounge & Bistro,Old tea house experience in the city centre
gary h,10,"We stopped in for a drink and lunch while we waited for our slot to view a property in Beck Row, with a plan to buying in the area.The pub does not serve coff,...",The Kings Head,"Unwelcoming, grim"
gary h,50,"This is everything a good spa hotel should be.  Excellent food, freshly cooked breakfast  motivated staff and enough of them.  Great sized pool and spa, quality,...",Kettering Park Hotel & Spa,Faultless
gary h,20,"Its OK, but no more than that.  The waiter (lets call him Basil) snatched the menus away long before we had chance to ask questions about what came with the mea,...",La Capanna,Lackluster
gary h,30,"Looks great, very flash.  But underneath all that is a very mediocre curry house, limited menu at that.  It looks good, very noisy, very busy, lots of bling, ac,...",Tipu Sultan Nottingham,All flash no substance
gary h,50,"We have spent a long while walking past Marc & Daina's, it's underwhelming, tucked away. Don't be put off, the food is superb, honest, quality, perfectly prepar,...",Marc & Daina's Restaurant,A breath of fresh air
gary h,50,"This has become a regular for us, and the food and service never disappoint.  Its catching on, I sense booking will soon be required. I hope so, there are few ,...",Royal Thai Restaurant Nottingham,It just gets better
gary h,50,"We were made to feel welcome from the off, we did get asked about allergies a few too many times, but such is the world today.Really good food, three courses w,...",Zizzi - Birmingham Mailbox,"Great service, good food"
gary h,10,"All big chains have their good and bad locations, we chose this because we have usually had a good experience with Comfort.  This is at the bottom of the food c,...",Comfort Inn Birmingham,Very disappointing
gary h,30,"This is a 4 star potential facility.The restaurant is not a la carte, its buffet, four choices, go and queue up, get your own starter, and again for main cour,...",Sketchley Grange Hotel & Spa,3 star at best
gary h,10,"Like warm pasta and olives in salty water.  I had the vesuvius, I was warned how hot it was, scotch bonnets, beware.  This dish hadn't seen a chilli, not even ,...",Bella Italia,Very poor
gary h,10,"I have never paid so much for so little.  We had a privilege room, no air con and no fan, and the windows open about an inch.The restaurant is fully booked - F,...",Mercure Shrewsbury Albrighton Hall Hotel and Spa,Shockingly underwhelming
pittymiami,10,"Only 2 floors with rooms, the elevator is oldAnd too slow, the smell was super badThe tv was broken, people playing around like 20 kids teens boys and girls i,...",Hotel Malecon Inn,The Worst hotel in my life
pittymiami,50,"Me encanta la atención, las 3 personas q conocí en el desk fueron super amables...Si vengo a Guayaquil nuevamente será aquí La limpieza impecable y cerca a to,...",Yu! Smarthotels,BBB
pittymiami,50,"The staff took very care of Us, thank you Paola and Candy, You did a wonderful work. My wife and I , enjoy our days with you guys.... we gonna recommend this pl,...",Tradewinds Apartment Hotel,An Excellent Time
ricktreadwayteran,50,"We arrived in Guyaquil when the curfew went into place. We were assisted to this hotel, as opposed to our other reservation, by a wonderful older Ecudorian Lady,...",Casa García Hotel,A great experience
mtf2512,50,"We had an excellent stay at Casa Garcia Hotel - the staff were very helpful & friendly at all times and the hotel itself is lovely. The room was perfectly comfo,...",Casa García Hotel,Amazing friendly hotel
Gail W,50,"Excellent tour guide (Steven, the artist) who wove stories of Charleston history with economic lessons, military lore, environmental changes, and modern life. H,...",SpiritLine Cruises,Definitely a hit
Gail W,50,"Stress, pain, and fatigue disappeared after a 40-minute treatment by Karen (20-minute leg massage and 20-minute back and neck massage.) My travel day was easy, ,...",Be Relax Spa,Best flight prep ever!
Gail W,50,"Victor and Katya have all the basics covered - clean, pleasant rooms of small but adequate size with good air conditioning; generous continental breakfast; help,...",Hotel Terrasol,Caring hoteliers
Gail W,50,"Fresh greens and goodies in a huge salad. Clean, light and airy location.  Delicious, healthy. We'll be back. (Honest, too.  I left my cell phone plugged into a,...",Restaurante El Garaje,"Salad, salad, salad"
Gail W,50,Try a night or two at Isleta Los Espanoles (you'll have to find the listing on AirBnB).  Quiet.  Breezes and birds. And good French food by your host.,Islets of Granada,Serene and quiet
Gail W,40,"Loved the pork sausage with chimichiri, the fried fish, and the coconut flan.  The steamed fish was less appealing.  Good service, pleasant environment.",Restaurante El Zaguan,Try the Chef's Sausage; and the flan!
Gail W,50,"Unpretentious, comfortable and quite interesting surroundings with the most attentive, friendly staff.  We could feel the stress roll off our backs as we settle,...",Hosteria Farallon Dillon,Ahhhhh!  Our favorite retreat on the coast of Ecuador
Gail W,50,"Planned to stay for two days; stayed for four.  Just too easy and comfortable to move on.  Staff was great - helpful, happy, always available.  Breakfast (inclu,...",Palmazul Hotel & Spa,"Comfortable, low-key resort with great views, great food."
Gail W,40,"Staff at our hotel recommended Las Velas for lunch today.  Ambiance was the mostly pleasant, typical beachfront restaurant with occasional vendors, beggars and ,...",Restaurante Las Velas CÍA LTDA,Swordfish was delicious.
Gail W,40,"Morning bird songs, open-to-the-sky showers, charming thatched roof, scrumptious home-made bountiful breakfasts, plenty of information for tourist-ing, fabulous,...",La Selva Mariposa,Jungle Treasure
Gail W,20,"Wanting a very inexpensive hostal near the airport for a short overnight layover in Guayquil, we decided to try Hostal Guayaquil despite no reviews.  Inexpensiv,...",Hostal North Star,Not ready for prime time
Gail W,40,"We like low prices and great value. Ibis Bay Resort gave us a great Key West getaway with a waterfront room - not the greatest room, but adequate; not the great,...",Ibis Bay Beach Resort,Under the radar getaway
Gail W,20,Great if you like crowds and t-shirt buyers and cruise ship passengers.,Mallory Square,Times Square south
Gail W,30,"Charming home well preserved but huge crowds of visitors made our visit unpleasant.  Lots of dedicated docents, lots of descendent cats, the famous typewriter. ,...",The Ernest Hemingway Home and Museum,Peace and Tranquility are gone
Gail W,40,"Corkscrew Sanctuary is a delight and a treasure.  The 2.25 mile boardwalk meanders through  swamp, fields, cypress stands and more, offering an easy visit to so,...",Corkscrew Swamp Sanctuary,"A lovely morning saunter - with alligators, owls and ibises!"
Gail W,50,"Wish I could pack this hotel in my suitcase and take it with us on the rest of our trip around New England.  Very quiet, clean, comfortable.  Large room with ki,...","The Yankee, Trademark Collection by Wyndham","Comfortable, quiet, appealing"
Gail W,50,"Yummy food, great service, charming dining room.  Scallops over squash ribbons  were perfect.  Swordfish was excellent.  Pasta dishes looked tasty.",Mazzeo's Ristorante,Deelish!
Gail W,50,"Stopped here twice for chai to go, once in the morning with a scone, once in the afternoon with a cookie!  The fancy chocolates make a great gift for anyone, in,...",Chocolate Springs Cafe,Who can argue with chocolate?
l0uis2023,50,"I’ve never felt so comfortable and happy in a place beside my home. The staff and owner were professional and lovely. I will most definitely be back to Casa Gar,...",Casa García Hotel,Awesome experience
Kevin K,50,"This lovely boutique hotel far exceeded our expectations. The very attentive staff served a sumptuous breakfast every morning in the beautiful and serene outdoo,...",Casa García Hotel,A Cozy Gem of a Hotel
ALICE F,50,"Lovely spot within a gated community; small & friendly with spectacular helpful staff. Room was great with huge bathroom, lovely reading area, & extra special ',...",Casa García Hotel,PEACEFUL & SAFE
ALICE F,50,"Been to Lake Louise Inn several times and it never disappoints. Excellent friendly helpful staff; the rooms are comfortable (we were in main building) bed was f,...",Lake Louise Inn,Location location LOCATION!!!!!
ALICE F,50,"Excellent information about a topic we should understand. The guide was professional, perfect English and simply explained the process of harvesting the cork an,...",Cork Factory Tour,Wine bottle stoppers explained
ALICE F,50,"Amazing amount of information we did not know Know and should have!! 1 1/2 hr tour....through of process of harvesting the cork and preparing separating for qua,...",Cork Factory Tour,Wine bottle stoppers reviewed!!
ALICE F,50,"Get away for storm watching which is no guarantee but if the weather is perfect, like we enjoyed, for 5 days then you can walk the Pacific Rim Trails, explore T,...",Pacific Sands Beach Resort,Storms or no storms!!
ALICE F,20,"Good location and clean. BUT....very rude gentleman at the front. If you want breakfast 0800 ask for it at 0730....it just might be ready. I think he gets up th,...",Riad BE Marrakech,check another place to stay !!
ALICE F,10,"3 bedroom house in lovely location...excellent walks / hikes near-by; summer  & winter activities for every age. the house itself very clean with ALL the amenit,...",RidgeView Resort and Vacation Club,lovely area
ALICE F,50,"3 day self-guided walk from Blackheath to Leura. Amazing terrain, very warm & bit muggy...walks are not so easy as it is up/down constantly.  So very rewarding.,...",Auswalk Walking Holidays,Unique part of Oz
ALICE F,50,"Fabulous food.....easy atmosphere & best view in Port Douglas. Bit of paperwork at the door joining the club but after that.....wonderful evening. Both had fish,...",Tin Shed Port Douglas,Wow!
ALICE F,50,"Booked on the ""Supersonic"" boat cause it is faster....takes 90 or so but only 33 that day. Staff extremely helpful, very safety conscious. Snorkelled at 3 diffe,...",Quicksilver Cruises,Amazing experience
ALICE F,50,"Perfect location....extremely well maintained. Comfortable beds & quiet rooms. Lovely pool. Helpful staff. Decor relaxing. Full kitchen with plenty of kitchenwa,...",Mantra PortSea Port Douglas,Lovely week Port Douglas
ALICE F,50,"Alina & Lucia are the most gracious hostess.....eager & energetic; so friendly and welcoming, always with smiles & enthusiasm. Felt very at home immediately.  T,...",Il Fontanaro,FABULOUS FONTANERO
ALICE F,50,"oh!!!  the quiet at the end of the day in Venice !!!  just 2-3 more vaparretto stops after San Marco and you are home to quiet lovely BnB.  500 is within walkin,...",500 Bed and Breakfast,500 hotel...lido island
Manami K,50,"We had such a lovely stay at this tranquil boutique hotel, Casa García. Welcomed by the most friendliest, helpful and attentive staff, we felt right at home! Ro,...",Casa García Hotel,Welcoming staff and lovely hotel
KIMBERLY C,50,"The Blackstone is an amazing lifestyle hotel in Chicago that has so much going for it.  I love the ""brand"", the juxtaposition of contemporary and historic.  The,...","The Blackstone, Autograph Collection","Beautiful, Fun and Interesting Lifestyle Hotel!  All the details! "
KIMBERLY C,50,"We decided to try this lovely, small, boutique hotel that is owned and managed by a great group of lovely people.  They are so helpful and truly care about your,...",Casa García Hotel,Lovely Boutique Hotel with Great Service
KIMBERLY C,50,"What a beautiful property in a lovely location.  The team went above and beyond to exceed our expectations.  The Cafe Julian was amazing, as well, but we really,...",Hotel del Parque,Beautiful Hotel & Fantastic Service
KIMBERLY C,50,"Really terrific, unique property with a beautiful outdoor space.  Easy to get around Portland - walking distance to everything you need.  The staff is very fun,,...",The Hotel Zags Portland,GREAT Independent Hotel with Terrific Staff!
Maily R,50,"Everything was great at this hotel.. amazing staff that is friendly and makes customers feel welcome and very friendly!  Highly recommended! The owners Francisc,...",Casa García Hotel,Beautiful Hotel Boutique
Maily R,50,"This is our third time staying at this hotel! We will definitely stay again! The entire resort is well manicured, extremely neat and clean. The staff is AMAZING,...","Hilton La Romana, An All-Inclusive Adult Only Resort",Best Resort in La Romana! 
Maily R,50,"Isaac was great! He also gave us good information about the area.  The vehicle was clean, the company have great customer service. Thank you! ",Private Airport Punta Cana to La Romana Bayahibe or Casa de Campo Resort Area,Great transportation service!
F430,20,"The hotel reception is on the 2nd floor.  Be prepared to walk up plenty of stairs.  There is a gate that you have to ring the bell for them to open the door.  I,...",Mansion del Rio,Not a Place I will stay again
F430,20,"Booked a room months ago, a king bed.  Then when I came to check in, I was told they only have a single room.  So back and forth, I asked to be upgraded since I,...","InterContinental Chicago Magnificent Mile, an IHG Hotel","Old rooms, Lousy service"
F430,50,Good Steak.  Romantic but super over priced. Good Location.  Make sure to reserve before you go. Service was ok. Nothing spectacular. ,"Joe's Seafood, Prime Steak & Stone Crab",Good Steakhouse
F430,50,Great place to hangout.  Interesting sculptures.  Romantic as well as very kid friendly.  Definitely a must see.  ,Millennium Park,Great park
F430,50,Not an official Starbucks store.  It is a licensed store so you can not redeem points etc...Other than that.  Great.  ,Starbucks,Good coffee
F430,50,"Had the pleasure of staying at this hotel for a week and it was a great experience.  The staff are super courteous, knowledgeable and friendly.  The rooms are g,...",Jumeirah Himalayas Hotel Shanghai,"Great hotel, staff and rooms."
F430,50,"I have stayed in this hotel every 2 years since 2005.  The location is excellent and the staff are very nice and courteous.  The rooms are newly remodeled, nice,...",Verona - Hotel Giulietta E Romeo,Excelent service and location
Maya1946,10,"Last October we stayed for 4 nights at “Malecon Inn Hotel” The best thing about this hotel is the position, very central; however, the hotel was very smelly, a,...",Hotel Malecon Inn,DUMP
Caroline E,50,"We stayed at Maple House Bed & Breakfast while attending the Solid Sound music festival in North Adams, MA.  This was a great place to rest and rejuvenate.  Reb,...",Maple House Bed & Breakfast,Cozy B&B
Caroline E,50,"Zia Taqueria is always my go-to choice, whether it's post-ride, taking guests someplace local, or avoiding cooking!  Their ingredients are fresh, and the qualit,...",Zia Taqueria,My favorite!
Caroline E,50,"I am at 81301 several times/week.  We use their coffee beans at home, and their drip coffee can't be beat!  Terrific goodies, too.  Fresh, largely paleo, ingred,...",81301 Coffee House and Roasters,Best coffee in Durango!
Caroline E,50,"We are regulars at Derailed, for good reason.  We appreciate the owners support of live music, and especially enjoy Jazz Church on Sundays.  Chris, the bartende,...",Derailed Pour House,Terrific
Caroline E,50,"We thoroughly enjoyed our stay at Rochester/Leland House. The room was comfortable and had character, just like Durango!  The breakfasts were terrific.  All of ,...",The Rochester Hotel,Fantastic
Caroline E,50,"A nice introduction to Colorado hiking.  This trail is easily accessible from Durango, and a great way to get a hike in if your time is limited.  ",The Colorado Trail,Beautiful
Caroline E,50,"We visited Steamworks a couple times during our stay in Durango.  The bartenders were friendly and went out their way to introduce us to the various brews;  the,...",Steamworks Brewing Co,Great brews and grub
Caroline E,50,"This trail offers a great place to walk, bike, roller-blade, etc.  I believe we were told there are 7 miles of trail in and around Durango.  Great way to get ou,...",Animas River Trail,An important part of Durango
Caroline E,50,We went to the lunch buffet here while we were visiting Durango.  The food is delicious and the service outstanding.  Good vibe at this place.,Himalayan Kitchen,Delicious
Caroline E,50,"This is a beautiful, interesting place to visit.  Allow a whole day to get your money's worth.  In addition to the house, there are nice hiking/cycling trails, ,...",Biltmore,Worth the price
Caroline E,50,"The Parkway is a great way to see the stunning vistas of the Blue Ridge.  Great hiking trails, picnic and campgrounds, and visitor centers.  Also a nice challen,...",Blue Ridge Parkway,Stunning
Caroline E,50,"We happily stayed in San Gil longer than planned due to some necessary dental work.  Senor Rosencrantz at La Mansion de Sam was very kind and helpful.  The room,...",La Mansion Hostel,"Pet-friendly, Helpful staff, Good location"
Caroline E,40,"The food is very good, with ample portions.  As my title suggests, the passion fruit margaritas are not to be missed.",Gringo Mike's,Passion Fruit Margaritas
Caroline E,50,"We ate a few menu del dia lunches here, all of which were good. We also had a steak dinner, which was excellent.  Nice atmosphere. ",Restaurante la Mansion Vegetariano & Steakhouse,"Great food, reasonably-priced"
Caroline E,20,"This place advertises 3x1 cocktails and 2x1 dinners.  Indeed, they need to serve 3 cocktails for that price!  The food does not taste like Thai.  Spring rolls t,...",Thaico,"Mediocre food, Check your bill"
Caroline E,50,"Terrific service!  When it was determined that our vehicle was too tall for the garage that the hotel works with, they found an alternative parking lot for the ,...",Morenica del Rosario Hotel,"Pet-friendly, Helpful staff, Good location"
Caroline E,30,"The staff, other than one of the front-desk man, was very friendly.  Housekeeping was great.  Breakfasts are good.  This is a lovely hotel, with a great locatio,...",Boutique Hotel Plaza Sucre,"Great location, lovely place, lousy front-desk man"
Caroline E,40,"We appreciate Hotel Malecon Inn being dog-friendly.  The staff is friendly and helpful.  When our car was too tall to fit in their parking garage, they made arr,...",Hotel Malecon Inn,"Pet-friendly, Helpful staff"
Caroline E,40,"We walked up the stairs of Cerro Santa Ana with our two small dogs on a Saturday night.  The atmosphere was fun and friendly.  Not many dog-friendly restaurants,...",Cerro Santa Ana,Fun climb
Caroline E,50,"The Malecon is a great place to walk and run.  Our only complaint:  no dogs allowed, even on leashes.  Many interesting monuments and nice playgrounds.  It was ,...",Malecon 2000,Beautiful park
Pablo González Day,50,"This place is great. If your looking for lunch or dinner options, this is a great one. It is on Avenida Sarmiento, where you’ll get great views of beautiful man,...",Santa Almacen,You must try the Beef Stew with Gnocchi
Pablo González Day,40,"La comida, la atención, las salsas y el ambiente nos encantaron. Definitivamente lo recomendamos. Además, tienen una opción de ""recorrido koi"" en la que podés p,...",KOI Dumplings,El ambiente en el piso de arriba es excelente
Pablo González Day,30,"Definitivamente un lugar para parejas adultas. No tiene vibra para jóvenes. Los platos son ricos, pero no son alucinantes. No lo recomendaría sin conocer a la p,...",MIMI restaurant & cafe,No creo que lo recomendaría
